;league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
709;Win Cup (Ucrania);1;g_25_CtuT6h9E;Finalizado;2021-01-28 00:00:00;Kalenik S. (Ukr);Vavrenyuk S. (Ukr);3;2;[{'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}];;
710;Win Cup (Ucrania);1;g_25_fBiD8QUl;Finalizado;2021-01-28 00:00:00;Lukander D. (Ukr);Rybakov Y. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 9, 'away': 11}];;
711;Win Cup (Ucrania);1;g_25_nJc6jnsO;Finalizado;2021-01-28 00:00:00;Gusev V. (Ukr);Krol Y. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}];1.93;1.73
712;Win Cup (Ucrania);1;g_25_Gvi8AXsn;Finalizado;2021-01-28 00:00:00;Shapovalov O. (Ukr);Boychuk V. (Ukr);3;1;[{'home': 4, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];;
713;Win Cup (Ucrania);1;g_25_63vX5COK;Finalizado;2021-01-28 00:00:00;Vavrenyuk S. (Ukr);Khorolsky V. (Rus);2;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 6}, {'home': 14, 'away': 12}, {'home': 12, 'away': 14}, {'home': 3, 'away': 11}];;
714;Win Cup (Ucrania);1;g_25_Q9dAk6dU;Finalizado;2021-01-28 00:00:00;Krol Y. (Ukr);Surzhik V. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 10, 'away': 12}];;
715;Win Cup (Ucrania);1;g_25_8EeH7ppe;Finalizado;2021-01-28 00:00:00;Lukander D. (Ukr);Boychuk V. (Ukr);0;3;[{'home': 3, 'away': 11}, {'home': 3, 'away': 11}, {'home': 9, 'away': 11}];;
716;Win Cup (Ucrania);1;g_25_K6ry5WwR;Finalizado;2021-01-28 00:00:00;Kalenik S. (Ukr);Lazebny R. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 8, 'away': 11}];;
717;Win Cup (Ucrania);1;g_25_xrwGAkSu;Finalizado;2021-01-28 00:00:00;Gusev V. (Ukr);Chukanov M. (Ukr);3;2;[{'home': 14, 'away': 12}, {'home': 11, 'away': 13}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 14, 'away': 12}];;
718;Win Cup (Ucrania);1;g_25_jwoM64a1;Finalizado;2021-01-28 00:00:00;Shapovalov O. (Ukr);Rybakov Y. (Ukr);2;3;[{'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 1, 'away': 11}, {'home': 11, 'away': 7}, {'home': 7, 'away': 11}];;
719;Win Cup (Ucrania);1;g_25_UTqQ5OE7;Finalizado;2021-01-28 00:00:00;Lukander D. (Ukr);Shapovalov O. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 8}, {'home': 11, 'away': 6}];;
720;Win Cup (Ucrania);1;g_25_Iqw8U7i8;Finalizado;2021-01-28 00:00:00;Boychuk V. (Ukr);Rybakov Y. (Ukr);3;1;[{'home': 4, 'away': 11}, {'home': 11, 'away': 8}, {'home': 13, 'away': 11}, {'home': 11, 'away': 7}];;
721;Win Cup (Ucrania);1;g_25_dzxCTR6E;;2021-01-28 23:00:00;Rybakov Y. (Ukr);Lukander D. (Ukr);0;0;[];;
722;Win Cup (Ucrania);1;g_25_vaRGSoMK;;2021-01-28 23:30:00;Boychuk V. (Ukr);Shapovalov O. (Ukr);0;0;[];;
723;Setka Cup (Ucrania);2;g_25_jJCLIfuE;Finalizado;2021-01-28 00:00:00;Dubrova A. (Ukr);Petlenko O. (Ukr);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}, {'home': 11, 'away': 5}];;
724;Setka Cup (Ucrania);2;g_25_l4VOHEfK;Finalizado;2021-01-28 00:00:00;Gubskaya E. (Ukr);Saltanovskaya M. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];;
725;Setka Cup (Ucrania);2;g_25_WSKTGY9Q;Finalizado;2021-01-28 00:00:00;Kolosovska O. (Ukr);Gordinskaya A. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 10, 'away': 12}, {'home': 6, 'away': 11}];;
726;Setka Cup (Ucrania);2;g_25_Yy7eChIs;Finalizado;2021-01-28 00:00:00;Dubrova A. (Ukr);Saltanovskaya M. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 7}, {'home': 12, 'away': 10}];;
727;Setka Cup (Ucrania);2;g_25_2BBaBCXm;Finalizado;2021-01-28 00:00:00;Gordinskaya A. (Ukr);Petlenko O. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 1}, {'home': 11, 'away': 9}];;
728;Setka Cup (Ucrania);2;g_25_t2A3AWnf;Finalizado;2021-01-28 00:00:00;Gubskaya E. (Ukr);Kolosovska O. (Ukr);3;2;[{'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}];;
729;Setka Cup (Ucrania);2;g_25_OQa89j20;Finalizado;2021-01-28 00:00:00;Dubrova A. (Ukr);Gordinskaya A. (Ukr);2;3;[{'home': 12, 'away': 10}, {'home': 8, 'away': 11}, {'home': 11, 'away': 4}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}];;
730;Setka Cup (Ucrania);2;g_25_xU3C8AH6;Finalizado;2021-01-28 00:00:00;Kolosovska O. (Ukr);Saltanovskaya M. (Ukr);3;0;[{'home': 11, 'away': 3}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}];;
731;Setka Cup (Ucrania);2;g_25_Wj3G7UWC;Finalizado;2021-01-28 00:00:00;Gubskaya E. (Ukr);Petlenko O. (Ukr);3;2;[{'home': 11, 'away': 13}, {'home': 14, 'away': 12}, {'home': 14, 'away': 12}, {'home': 8, 'away': 11}, {'home': 11, 'away': 5}];;
732;Setka Cup (Ucrania);2;g_25_As2K6lnJ;Finalizado;2021-01-28 00:00:00;Dubrova A. (Ukr);Kolosovska O. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 4, 'away': 11}, {'home': 4, 'away': 11}, {'home': 9, 'away': 11}];;
733;Setka Cup (Ucrania);2;g_25_AZ7eVXOJ;Finalizado;2021-01-28 00:00:00;Gubskaya E. (Ukr);Gordinskaya A. (Ukr);2;3;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 4, 'away': 11}, {'home': 4, 'away': 11}];;
734;Setka Cup (Ucrania);2;g_25_65gRPBns;Abandono;2021-01-28 00:00:00;Dubrova A. (Ukr);Gubskaya E. (Ukr);0;0;[];;
735;Setka Cup (Ucrania);2;g_25_lQ6aUivQ;Finalizado;2021-01-28 00:00:00;Saltanovskaya M. (Ukr);Petlenko O. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 11, 'away': 4}];;
736;Setka Cup (Ucrania);2;g_25_K8cVOV1m;Finalizado;2021-01-28 00:00:00;Kolosovska O. (Ukr);Petlenko O. (Ukr);3;2;[{'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 10, 'away': 12}, {'home': 11, 'away': 9}];1.17;4.1
737;Setka Cup (Ucrania);2;g_25_2XnzOkHg;Finalizado;2021-01-28 00:00:00;Gordinskaya A. (Ukr);Saltanovskaya M. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}, {'home': 5, 'away': 11}];1.17;4.2
738;Setka Cup (Ucrania);2;g_25_tlVUeXX0;Finalizado;2021-01-28 00:00:00;Vakhrusheva E. (Ukr);Mikhailik Y. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 4, 'away': 11}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];1.83;1.83
739;Setka Cup (Ucrania);2;g_25_bPPZfim7;Finalizado;2021-01-28 00:00:00;Yureneva S. (Ukr);Bohdanova A. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 7}, {'home': 8, 'away': 11}];1.47;2.42
740;Setka Cup (Ucrania);2;g_25_xGOwfB2D;Finalizado;2021-01-28 00:00:00;Tsiupko O. (Ukr);Synitsyna Y. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];;
741;Setka Cup (Ucrania);2;g_25_tOovN9Wa;Finalizado;2021-01-28 00:00:00;Vakhrusheva E. (Ukr);Bohdanova A. (Ukr);0;3;[{'home': 12, 'away': 14}, {'home': 4, 'away': 11}, {'home': 7, 'away': 11}];2.02;1.67
742;Setka Cup (Ucrania);2;g_25_AcjrMTo6;Finalizado;2021-01-28 00:00:00;Synitsyna Y. (Ukr);Mikhailik Y. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 4, 'away': 11}, {'home': 11, 'away': 9}, {'home': 4, 'away': 11}];;
743;Setka Cup (Ucrania);2;g_25_llknLm1C;Finalizado;2021-01-28 00:00:00;Yureneva S. (Ukr);Tsiupko O. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 10, 'away': 12}];1.16;4.25
744;Setka Cup (Ucrania);2;g_25_WCviK7GI;Finalizado;2021-01-28 00:00:00;Vakhrusheva E. (Ukr);Synitsyna Y. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
745;Setka Cup (Ucrania);2;g_25_rmreJRVO;Finalizado;2021-01-28 00:00:00;Tsiupko O. (Ukr);Bohdanova A. (Ukr);3;2;[{'home': 12, 'away': 14}, {'home': 12, 'away': 10}, {'home': 5, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 9}];2.4;1.48
746;Setka Cup (Ucrania);2;g_25_djWxrB8P;Finalizado;2021-01-28 00:00:00;Yureneva S. (Ukr);Mikhailik Y. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 8, 'away': 11}, {'home': 10, 'away': 12}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}];1.14;4.6
747;Setka Cup (Ucrania);2;g_25_baI4wVGt;Finalizado;2021-01-28 00:00:00;Vakhrusheva E. (Ukr);Tsiupko O. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 4}, {'home': 11, 'away': 7}];1.26;3.3
748;Setka Cup (Ucrania);2;g_25_GzD9xkWn;Finalizado;2021-01-28 00:00:00;Yureneva S. (Ukr);Synitsyna Y. (Ukr);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 4}, {'home': 12, 'away': 10}];;
749;Setka Cup (Ucrania);2;g_25_fRBDy9og;Finalizado;2021-01-28 00:00:00;Bohdanova A. (Ukr);Mikhailik Y. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 2}, {'home': 11, 'away': 5}];1.43;2.52
750;Setka Cup (Ucrania);2;g_25_llBHzT0a;Finalizado;2021-01-28 00:00:00;Vakhrusheva E. (Ukr);Yureneva S. (Ukr);3;2;[{'home': 11, 'away': 5}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}];1.38;2.7
751;Setka Cup (Ucrania);2;g_25_2iFLZnG5;Finalizado;2021-01-28 00:00:00;Tsiupko O. (Ukr);Mikhailik Y. (Ukr);2;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 4}, {'home': 11, 'away': 13}, {'home': 4, 'away': 11}];2.15;1.58
752;Setka Cup (Ucrania);2;g_25_pG4QY6VB;Finalizado;2021-01-28 00:00:00;Synitsyna Y. (Ukr);Bohdanova A. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 12, 'away': 10}, {'home': 12, 'away': 14}, {'home': 10, 'away': 12}, {'home': 11, 'away': 7}];;
753;TT Cup (Ucrania);2;g_25_8vT6zQ5N;Finalizado;2021-01-28 00:00:00;Hodko Y. (Ukr);Andryushchenko V. (Ukr);2;3;[{'home': 11, 'away': 8}, {'home': 11, 'away': 13}, {'home': 11, 'away': 5}, {'home': 3, 'away': 11}, {'home': 7, 'away': 11}];1.83;1.83
754;TT Cup (Ucrania);2;g_25_xEXAZqLT;Finalizado;2021-01-28 00:00:00;Kurtenko V. (Ukr);Telna H. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}];2.28;1.52
755;TT Cup (Ucrania);2;g_25_vNJxV3Tp;Finalizado;2021-01-28 00:00:00;Miklukha A. (Ukr);Andryushchenko V. (Ukr);2;3;[{'home': 6, 'away': 11}, {'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}];1.58;2.15
756;TT Cup (Ucrania);2;g_25_tScLgm6o;Finalizado;2021-01-28 00:00:00;Hodko Y. (Ukr);Kurtenko V. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}];1.55;2.22
757;TT Cup (Ucrania);2;g_25_fV1Ph7Li;Finalizado;2021-01-28 00:00:00;Miklukha A. (Ukr);Telna H. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 4, 'away': 11}, {'home': 6, 'away': 11}];1.48;2.4
758;TT Cup (Ucrania);2;g_25_lh1TiRzb;Finalizado;2021-01-28 00:00:00;Kurtenko V. (Ukr);Andryushchenko V. (Ukr);0;3;[{'home': 4, 'away': 11}, {'home': 5, 'away': 11}, {'home': 10, 'away': 12}];2.7;1.38
759;TT Cup (Ucrania);2;g_25_Sr0Xjoj4;Finalizado;2021-01-28 00:00:00;Miklukha A. (Ukr);Kurtenko V. (Ukr);3;1;[{'home': 13, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 7}];1.83;1.83
760;TT Cup (Ucrania);2;g_25_f5WTk55A;Finalizado;2021-01-28 00:00:00;Hodko Y. (Ukr);Telna H. (Ukr);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 11, 'away': 5}];2.02;1.67
761;TT Cup (Ucrania);2;g_25_YeVXlPKG;Finalizado;2021-01-28 00:00:00;Miklukha A. (Ukr);Hodko Y. (Ukr);3;1;[{'home': 14, 'away': 12}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}];2.22;1.55
762;TT Cup (Ucrania);2;g_25_SIUylqzN;Finalizado;2021-01-28 00:00:00;Telna H. (Ukr);Andryushchenko V. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 3}, {'home': 11, 'away': 5}];1.48;2.4
