;league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
319;Setka Cup (Ucrania);1;g_25_G6yjhq1i;Anulado;2021-01-28 00:00:00;Udovenko I. (Ukr);Koshkodan I. (Ukr);0;0;[];3.5;1.23
320;Setka Cup (Ucrania);1;g_25_YmLV6Cbh;Finalizado;2021-01-28 00:00:00;Kyilo V. (Ukr);Volkov P. (Ukr);3;1;[{'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 1}, {'home': 11, 'away': 9}];;
321;Setka Cup (Ucrania);1;g_25_fczfi3Gc;Anulado;2021-01-28 00:00:00;Kolesnykov V. (Ukr);Bereza V. (Ukr);0;0;[];;
322;Setka Cup (Ucrania);1;g_25_jFEPmkbU;Finalizado;2021-01-28 00:00:00;Yolkin A. (Ukr);Kanunnikov I. (Ukr);3;1;[{'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 4}, {'home': 11, 'away': 8}];1.48;2.4
323;Setka Cup (Ucrania);1;g_25_CvKZ5WDb;Finalizado;2021-01-28 00:00:00;Sokolov S. (Ukr);Khakhamidi P. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 12, 'away': 10}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}];2.82;1.35
324;Setka Cup (Ucrania);1;g_25_xMPbjNV3;Finalizado;2021-01-28 00:00:00;Lisechko A. (Ukr);Dmytruk I. (Ukr);2;3;[{'home': 11, 'away': 2}, {'home': 12, 'away': 14}, {'home': 10, 'away': 12}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}];2.4;1.48
325;Setka Cup (Ucrania);1;g_25_SzjV8YTu;Finalizado;2021-01-28 00:00:00;Matvieiev D. (Ukr);Dukhovenko O. (Ukr);3;0;[{'home': 11, 'away': 2}, {'home': 13, 'away': 11}, {'home': 11, 'away': 9}];1.63;2.08
326;Setka Cup (Ucrania);1;g_25_61Jw5jT4;Finalizado;2021-01-28 00:00:00;Kuleshov G. (Ukr);Shapoval A. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 9, 'away': 11}];1.58;2.15
327;Setka Cup (Ucrania);1;g_25_6RlZ7hqn;Finalizado;2021-01-28 00:00:00;Malynka R. (Ukr);Ivashkin O. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 6, 'away': 11}, {'home': 7, 'away': 11}];2.08;1.63
328;Setka Cup (Ucrania);1;g_25_bib4gmrD;Finalizado;2021-01-28 00:00:00;Kyilo V. (Ukr);Khakhamidi P. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 12, 'away': 10}, {'home': 12, 'away': 10}, {'home': 10, 'away': 12}, {'home': 12, 'away': 10}];;
329;Setka Cup (Ucrania);1;g_25_ENfDeI7q;Finalizado;2021-01-28 00:00:00;Yolkin A. (Ukr);Dukhovenko O. (Ukr);3;1;[{'home': 11, 'away': 4}, {'home': 11, 'away': 7}, {'home': 13, 'away': 15}, {'home': 11, 'away': 5}];1.35;2.82
330;Setka Cup (Ucrania);1;g_25_xrc8h7cJ;Finalizado;2021-01-28 00:00:00;Shapoval A. (Ukr);Volkov P. (Ukr);2;3;[{'home': 7, 'away': 11}, {'home': 4, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}];2.7;1.38
331;Setka Cup (Ucrania);1;g_25_hEgHfxNk;Finalizado;2021-01-28 00:00:00;Ivashkin O. (Ukr);Kanunnikov I. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 3}];1.63;2.08
332;Setka Cup (Ucrania);1;g_25_GSSl1a1J;Finalizado;2021-01-28 00:00:00;Sokolov S. (Ukr);Kuleshov G. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 12, 'away': 10}, {'home': 13, 'away': 11}];2.3;1.5
333;Setka Cup (Ucrania);1;g_25_AklMgdxd;Finalizado;2021-01-28 00:00:00;Matvieiev D. (Ukr);Malynka R. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 8}, {'home': 8, 'away': 11}, {'home': 4, 'away': 11}];1.98;1.68
334;Setka Cup (Ucrania);1;g_25_fJRh0JGP;Finalizado;2021-01-28 00:00:00;Kyilo V. (Ukr);Shapoval A. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 12, 'away': 10}, {'home': 11, 'away': 4}];;
335;Setka Cup (Ucrania);1;g_25_ltmQhGi2;Finalizado;2021-01-28 00:00:00;Yolkin A. (Ukr);Ivashkin O. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}];1.42;2.55
336;Setka Cup (Ucrania);1;g_25_CbEKewPt;Finalizado;2021-01-28 00:00:00;Kuleshov G. (Ukr);Khakhamidi P. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 3, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 10, 'away': 12}];2.08;1.63
337;Setka Cup (Ucrania);1;g_25_2qy8HaU2;Finalizado;2021-01-28 00:00:00;Malynka R. (Ukr);Dukhovenko O. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 11, 'away': 4}];1.68;1.98
338;Setka Cup (Ucrania);1;g_25_OYHOfcvm;Finalizado;2021-01-28 00:00:00;Sokolov S. (Ukr);Volkov P. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 12, 'away': 14}, {'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 5, 'away': 11}];1.53;2.26
339;Setka Cup (Ucrania);1;g_25_GnuCGJq9;Finalizado;2021-01-28 00:00:00;Matvieiev D. (Ukr);Kanunnikov I. (Ukr);3;0;[{'home': 14, 'away': 12}, {'home': 11, 'away': 4}, {'home': 11, 'away': 8}];1.83;1.83
340;Setka Cup (Ucrania);1;g_25_6c7TgHgg;Finalizado;2021-01-28 00:00:00;Kyilo V. (Ukr);Kuleshov G. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 14, 'away': 12}];;
341;Setka Cup (Ucrania);1;g_25_pl6Xhy9a;Finalizado;2021-01-28 00:00:00;Sokolov S. (Ukr);Shapoval A. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];1.53;2.26
342;Setka Cup (Ucrania);1;g_25_bBUGFwaF;Finalizado;2021-01-28 00:00:00;Yolkin A. (Ukr);Malynka R. (Ukr);1;3;[{'home': 11, 'away': 2}, {'home': 7, 'away': 11}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];1.22;3.65
343;Setka Cup (Ucrania);1;g_25_zyhpbBTs;Finalizado;2021-01-28 00:00:00;Matvieiev D. (Ukr);Ivashkin O. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 11, 'away': 9}];1.53;2.26
344;Setka Cup (Ucrania);1;g_25_ENAyheO5;Finalizado;2021-01-28 00:00:00;Khakhamidi P. (Ukr);Volkov P. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];1.38;2.7
345;Setka Cup (Ucrania);1;g_25_UB6mcVrl;Finalizado;2021-01-28 00:00:00;Dukhovenko O. (Ukr);Kanunnikov I. (Ukr);3;0;[{'home': 14, 'away': 12}, {'home': 11, 'away': 7}, {'home': 11, 'away': 7}];2.55;1.42
346;Setka Cup (Ucrania);1;g_25_hE9uiFwC;Finalizado;2021-01-28 23:05:00;Kyilo V. (Ukr);Sokolov S. (Ukr);3;1;[{'home': 11, 'away': 13}, {'home': 11, 'away': 9}, {'home': 13, 'away': 11}, {'home': 11, 'away': 7}];;
347;Setka Cup (Ucrania);1;g_25_825idkbf;2º Set;2021-01-28 23:25:00;Yolkin A. (Ukr);Matvieiev D. (Ukr);0;1;[{'home': 7, 'away': 11}, {'home': 2, 'away': 0}];1.53;2.26
348;Setka Cup (Ucrania);1;g_25_zwapjZhI;;2021-01-28 23:35:00;Kuleshov G. (Ukr);Volkov P. (Ukr);0;0;[];1.5;2.3
349;Setka Cup (Ucrania);1;g_25_jRfde9D0;;2021-01-28 23:55:00;Malynka R. (Ukr);Kanunnikov I. (Ukr);0;0;[];1.48;2.4
350;TT Cup (Ucrania);1;g_25_n5GGP8i5;Finalizado;2021-01-28 00:00:00;Sukovatiy I. (Ukr);Ovcharenko M. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 5, 'away': 11}, {'home': 4, 'away': 11}];;
351;TT Cup (Ucrania);1;g_25_tMYum3kT;Finalizado;2021-01-28 00:00:00;Lysak A. (Ukr);Demidov S. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 4, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 5}];;
352;TT Cup (Ucrania);1;g_25_fVFKOS6B;Finalizado;2021-01-28 00:00:00;Alekseenko D. (Ukr);Yakovenko A. (Ukr);0;3;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 4, 'away': 11}];;
353;TT Cup (Ucrania);1;g_25_n3B8rNcp;Finalizado;2021-01-28 00:00:00;Obidnyi O. (Ukr);Yarovoy V. (Ukr);3;2;[{'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 2}, {'home': 11, 'away': 8}];;
354;TT Cup (Ucrania);1;g_25_ID4KFDY2;Finalizado;2021-01-28 00:00:00;Maksiuta V. (Ukr);Teterya U. (Ukr);2;3;[{'home': 7, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 4, 'away': 11}];;
355;TT Cup (Ucrania);1;g_25_juIRDi3F;Finalizado;2021-01-28 00:00:00;Matviienko S. (Ukr);Sapronov O. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 6}];1.58;2.15
356;TT Cup (Ucrania);1;g_25_QgACssDj;Finalizado;2021-01-28 00:00:00;Shevchuk O. (Ukr);Mykhalus O. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 13}];3.95;1.19
357;TT Cup (Ucrania);1;g_25_zkuz81Fd;Finalizado;2021-01-28 00:00:00;Vakarash R. (Ukr);Nykyforuk S. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 10, 'away': 12}];;
358;TT Cup (Ucrania);1;g_25_0CnYXBSR;Finalizado;2021-01-28 00:00:00;Cherevko R. (Ukr);Zemiantsev S. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 14, 'away': 16}];;
359;TT Cup (Ucrania);1;g_25_vcbPZXcF;Finalizado;2021-01-28 00:00:00;Dubrovin D. (Ukr);Rikun M. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];1.48;2.4
360;TT Cup (Ucrania);1;g_25_YLEONnMH;Finalizado;2021-01-28 00:00:00;Vakulenko D. (Ukr);Ivanov R. (Ukr);3;1;[{'home': 11, 'away': 2}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 4}];;
361;TT Cup (Ucrania);1;g_25_h02b5p5c;Finalizado;2021-01-28 00:00:00;Movin A. (Ukr);Demidov S. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];;
362;TT Cup (Ucrania);1;g_25_ClJNEXm9;Finalizado;2021-01-28 00:00:00;Verbianyi V. (Ukr);Molochko A. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 12, 'away': 10}];;
363;TT Cup (Ucrania);1;g_25_Y37WCBIL;Finalizado;2021-01-28 00:00:00;Krivenko V. (Ukr);Telugin Z. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 7}];1.42;2.55
364;TT Cup (Ucrania);1;g_25_E93f6Qki;Finalizado;2021-01-28 00:00:00;Naumchuk M. (Ukr);Treshchetka M. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 3}, {'home': 11, 'away': 9}];2.55;1.42
365;TT Cup (Ucrania);1;g_25_vN5GGgJd;Finalizado;2021-01-28 00:00:00;Tsolik P. (Ukr);Ivasiv V. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}];2.15;1.58
366;TT Cup (Ucrania);1;g_25_xYw0TVzq;Finalizado;2021-01-28 00:00:00;Baranovskiy S. (Ukr);Trofimov M. (Ukr);3;2;[{'home': 13, 'away': 11}, {'home': 2, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}];;
367;TT Cup (Ucrania);1;g_25_ImcTYiDL;Finalizado;2021-01-28 00:00:00;Bugay A. (Ukr);Zaderei P. (Ukr);2;3;[{'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 3, 'away': 11}];;
368;TT Cup (Ucrania);1;g_25_CnO3SA7n;Finalizado;2021-01-28 00:00:00;Sukovatiy I. (Ukr);Yakovenko A. (Ukr);3;1;[{'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 3}, {'home': 11, 'away': 4}];;
369;TT Cup (Ucrania);1;g_25_zPi344K3;Finalizado;2021-01-28 00:00:00;Lysak A. (Ukr);Obidnyi O. (Ukr);2;3;[{'home': 10, 'away': 12}, {'home': 10, 'away': 12}, {'home': 11, 'away': 6}, {'home': 11, 'away': 6}, {'home': 3, 'away': 11}];;
370;TT Cup (Ucrania);1;g_25_QcW9QUnL;Finalizado;2021-01-28 00:00:00;Belskyi O. (Ukr);Teterya U. (Ukr);3;2;[{'home': 11, 'away': 3}, {'home': 12, 'away': 14}, {'home': 11, 'away': 2}, {'home': 4, 'away': 11}, {'home': 11, 'away': 6}];;
371;TT Cup (Ucrania);1;g_25_44JyuU1E;Finalizado;2021-01-28 00:00:00;Omitsynskyi Y. (Ukr);Sapronov O. (Ukr);1;3;[{'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 7, 'away': 11}, {'home': 1, 'away': 11}];1.83;1.83
372;TT Cup (Ucrania);1;g_25_MwFesYI7;Finalizado;2021-01-28 00:00:00;Pinchuk O. (Ukr);Mykhalus O. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 15, 'away': 13}, {'home': 11, 'away': 4}];1.55;2.22
373;TT Cup (Ucrania);1;g_25_n7BzCVXR;Finalizado;2021-01-28 00:00:00;Vorsuliak Y. (Ukr);Nykyforuk S. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 1, 'away': 11}, {'home': 11, 'away': 9}];1.35;2.82
374;TT Cup (Ucrania);1;g_25_pI1XT2Rg;Finalizado;2021-01-28 00:00:00;Derypaska R. (Ukr);Zemiantsev S. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}];;
375;TT Cup (Ucrania);1;g_25_Wfw4Skjk;Finalizado;2021-01-28 00:00:00;Petukhov V. (Ukr);Rikun M. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 11, 'away': 9}];1.27;3.25
376;TT Cup (Ucrania);1;g_25_QkS7RUMh;Finalizado;2021-01-28 00:00:00;Ivanov R. (Ukr);Ovcharenko M. (Ukr);2;3;[{'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];;
377;TT Cup (Ucrania);1;g_25_nae73OZ9;Finalizado;2021-01-28 00:00:00;Movin A. (Ukr);Yarovoy V. (Ukr);3;2;[{'home': 12, 'away': 14}, {'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 11, 'away': 7}];;
378;TT Cup (Ucrania);1;g_25_fXzEPl2R;Finalizado;2021-01-28 00:00:00;Maksiuta V. (Ukr);Verbianyi V. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];;
379;TT Cup (Ucrania);1;g_25_d0s5N1Wt;Finalizado;2021-01-28 00:00:00;Matviienko S. (Ukr);Krivenko V. (Ukr);2;3;[{'home': 12, 'away': 10}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 13, 'away': 15}, {'home': 10, 'away': 12}];;
380;TT Cup (Ucrania);1;g_25_Orgv6He8;Finalizado;2021-01-28 00:00:00;Shevchuk O. (Ukr);Naumchuk M. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 7, 'away': 11}];2.08;1.63
381;TT Cup (Ucrania);1;g_25_4nb27ktq;Finalizado;2021-01-28 00:00:00;Vakarash R. (Ukr);Tsolik P. (Ukr);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 11, 'away': 1}];1.78;1.88
382;TT Cup (Ucrania);1;g_25_O80yTMt0;Finalizado;2021-01-28 00:00:00;Cherevko R. (Ukr);Baranovskiy S. (Ukr);1;3;[{'home': 4, 'away': 11}, {'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 11, 'away': 13}];;
383;TT Cup (Ucrania);1;g_25_Aox8R95e;Finalizado;2021-01-28 00:00:00;Dubrovin D. (Ukr);Bugay A. (Ukr);3;1;[{'home': 11, 'away': 5}, {'home': 4, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 5}];1.52;2.28
384;TT Cup (Ucrania);1;g_25_8EHCQlxa;Finalizado;2021-01-28 00:00:00;Alekseenko D. (Ukr);Vakulenko D. (Ukr);3;2;[{'home': 8, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 11, 'away': 6}];;
385;TT Cup (Ucrania);1;g_25_tMfB2rkG;Finalizado;2021-01-28 00:00:00;Obidnyi O. (Ukr);Demidov S. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 11, 'away': 4}, {'home': 5, 'away': 11}, {'home': 12, 'away': 10}];;
386;TT Cup (Ucrania);1;g_25_dtNuL8Ar;Finalizado;2021-01-28 00:00:00;Belskyi O. (Ukr);Molochko A. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 2, 'away': 11}, {'home': 11, 'away': 6}];1.83;1.83
387;TT Cup (Ucrania);1;g_25_A3o9MLom;Finalizado;2021-01-28 00:00:00;Omitsynskyi Y. (Ukr);Telugin Z. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}];2.7;1.38
388;TT Cup (Ucrania);1;g_25_2Zir5yBE;Finalizado;2021-01-28 00:00:00;Pinchuk O. (Ukr);Treshchetka M. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 12, 'away': 14}, {'home': 5, 'away': 11}];1.35;2.82
389;TT Cup (Ucrania);1;g_25_rwc669ek;Finalizado;2021-01-28 00:00:00;Vorsuliak Y. (Ukr);Ivasiv V. (Ukr);2;3;[{'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 8, 'away': 11}, {'home': 3, 'away': 11}];2.08;1.63
390;TT Cup (Ucrania);1;g_25_6XktStd6;Finalizado;2021-01-28 00:00:00;Derypaska R. (Ukr);Trofimov M. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 11, 'away': 4}];;
391;TT Cup (Ucrania);1;g_25_jcg5QTK1;Finalizado;2021-01-28 00:00:00;Petukhov V. (Ukr);Zaderei P. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 2}, {'home': 11, 'away': 9}];1.55;2.22
392;TT Cup (Ucrania);1;g_25_Gp4TM6yO;Finalizado;2021-01-28 00:00:00;Sukovatiy I. (Ukr);Ivanov R. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 2, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 5}, {'home': 11, 'away': 3}];;
393;TT Cup (Ucrania);1;g_25_IoIvoGJr;Finalizado;2021-01-28 00:00:00;Movin A. (Ukr);Obidnyi O. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 10, 'away': 12}, {'home': 5, 'away': 11}];4.4;1.15
394;TT Cup (Ucrania);1;g_25_v5CpKSPl;Finalizado;2021-01-28 00:00:00;Verbianyi V. (Ukr);Teterya U. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 12, 'away': 14}, {'home': 11, 'away': 8}, {'home': 11, 'away': 3}];;
395;TT Cup (Ucrania);1;g_25_hSzELu1g;Finalizado;2021-01-28 00:00:00;Krivenko V. (Ukr);Sapronov O. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 10, 'away': 12}, {'home': 7, 'away': 11}];1.63;2.08
396;TT Cup (Ucrania);1;g_25_Aain4eQK;Finalizado;2021-01-28 00:00:00;Naumchuk M. (Ukr);Mykhalus O. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 12, 'away': 14}, {'home': 11, 'away': 13}];3.2;1.28
397;TT Cup (Ucrania);1;g_25_0EiB5TAe;Finalizado;2021-01-28 00:00:00;Tsolik P. (Ukr);Nykyforuk S. (Ukr);3;0;[{'home': 14, 'away': 12}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];2.08;1.63
398;TT Cup (Ucrania);1;g_25_4I8qR0BC;Finalizado;2021-01-28 00:00:00;Baranovskiy S. (Ukr);Zemiantsev S. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];1.52;2.28
399;TT Cup (Ucrania);1;g_25_Umh9Pmz8;Finalizado;2021-01-28 00:00:00;Bugay A. (Ukr);Rikun M. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 16, 'away': 18}, {'home': 4, 'away': 11}];;
400;TT Cup (Ucrania);1;g_25_Um8XLQjU;Finalizado;2021-01-28 00:00:00;Vakulenko D. (Ukr);Yakovenko A. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 10, 'away': 12}, {'home': 11, 'away': 9}, {'home': 12, 'away': 10}, {'home': 5, 'away': 11}];;
401;TT Cup (Ucrania);1;g_25_zNCqpzZl;Finalizado;2021-01-28 00:00:00;Lysak A. (Ukr);Yarovoy V. (Ukr);3;2;[{'home': 11, 'away': 7}, {'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}, {'home': 11, 'away': 4}];1.26;3.3
402;TT Cup (Ucrania);1;g_25_h8GlJnue;Finalizado;2021-01-28 00:00:00;Belskyi O. (Ukr);Verbianyi V. (Ukr);3;1;[{'home': 10, 'away': 12}, {'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}];2.17;1.57
403;TT Cup (Ucrania);1;g_25_WIZHKaGa;Finalizado;2021-01-28 00:00:00;Omitsynskyi Y. (Ukr);Krivenko V. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}];2.73;1.37
404;TT Cup (Ucrania);1;g_25_ljjj3FuR;Finalizado;2021-01-28 00:00:00;Pinchuk O. (Ukr);Naumchuk M. (Ukr);2;3;[{'home': 11, 'away': 5}, {'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 3, 'away': 11}, {'home': 8, 'away': 11}];1.55;2.22
405;TT Cup (Ucrania);1;g_25_v5jF4mQ1;Finalizado;2021-01-28 00:00:00;Vorsuliak Y. (Ukr);Tsolik P. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 8, 'away': 11}, {'home': 5, 'away': 11}];;
406;TT Cup (Ucrania);1;g_25_bu8mQKQI;Finalizado;2021-01-28 00:00:00;Derypaska R. (Ukr);Baranovskiy S. (Ukr);1;3;[{'home': 11, 'away': 4}, {'home': 10, 'away': 12}, {'home': 5, 'away': 11}, {'home': 6, 'away': 11}];1.58;2.15
407;TT Cup (Ucrania);1;g_25_ritilXC8;Finalizado;2021-01-28 00:00:00;Petukhov V. (Ukr);Bugay A. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 11, 'away': 7}, {'home': 13, 'away': 11}];1.36;2.77
408;TT Cup (Ucrania);1;g_25_69qwsAMu;Finalizado;2021-01-28 00:00:00;Alekseenko D. (Ukr);Ovcharenko M. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 12, 'away': 14}, {'home': 9, 'away': 11}];2.7;1.38
409;TT Cup (Ucrania);1;g_25_EDBmqfle;Finalizado;2021-01-28 00:00:00;Movin A. (Ukr);Lysak A. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 11, 'away': 2}, {'home': 6, 'away': 11}];3.05;1.3
410;TT Cup (Ucrania);1;g_25_nVFhI6f1;Finalizado;2021-01-28 00:00:00;Maksiuta V. (Ukr);Molochko A. (Ukr);2;3;[{'home': 12, 'away': 10}, {'home': 8, 'away': 11}, {'home': 11, 'away': 4}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];;
411;TT Cup (Ucrania);1;g_25_0hvMJJV5;Finalizado;2021-01-28 00:00:00;Matviienko S. (Ukr);Telugin Z. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 11, 'away': 2}, {'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}];1.78;1.88
412;TT Cup (Ucrania);1;g_25_fXSIbZmr;Finalizado;2021-01-28 00:00:00;Shevchuk O. (Ukr);Treshchetka M. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];2.37;1.48
413;TT Cup (Ucrania);1;g_25_h8vcTW22;Finalizado;2021-01-28 00:00:00;Vakarash R. (Ukr);Ivasiv V. (Ukr);3;1;[{'home': 13, 'away': 11}, {'home': 12, 'away': 14}, {'home': 11, 'away': 5}, {'home': 13, 'away': 11}];2.15;1.58
414;TT Cup (Ucrania);1;g_25_xW6iPvtP;Finalizado;2021-01-28 00:00:00;Cherevko R. (Ukr);Trofimov M. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 12, 'away': 10}];1.55;2.22
415;TT Cup (Ucrania);1;g_25_dfpemiSE;Finalizado;2021-01-28 00:00:00;Dubrovin D. (Ukr);Zaderei P. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 5, 'away': 11}, {'home': 11, 'away': 1}, {'home': 11, 'away': 4}];1.23;3.5
